ID,name,location,date,source,x,y,notes,top,bottom,clay,silt,sand,particle_density,bulk_density,FC,PWP,FastDP,SlowDP,total_porosity,dispertion_ratio,electric_conductivity,hydraulic_conductivity,infiltration_velocity,pH,organic_matter,N,P,K,MWDV
2112,INIA-UDEC_510,Cerca de Lago Central o Tamando,NA,CHLSOC,-72.09926057,-46.2222507,NA,55,100,8.1,37.6,54.3,NA,0.85,0.376,0.195,NA,NA,NA,NA,NA,NA,NA,5.15,1.293,NA,NA,NA,NA
2113,INIA-UDEC_511,"Camino antiguo Balmaceda, Vista Hermosa",NA,CHLSOC,-71.83604749,-45.90280182,NA,0,5,1,39.2,59.8,NA,0.74,0.364,0.189,NA,NA,NA,NA,NA,NA,NA,5.17,9.29236,NA,NA,NA,NA
2113,INIA-UDEC_511,"Camino antiguo Balmaceda, Vista Hermosa",NA,CHLSOC,-71.83604749,-45.90280182,NA,5,19,0,32.3,67.7,NA,0.81,0.353,0.184,NA,NA,NA,NA,NA,NA,NA,5.24,8.05108,NA,NA,NA,NA
2113,INIA-UDEC_511,"Camino antiguo Balmaceda, Vista Hermosa",NA,CHLSOC,-71.83604749,-45.90280182,NA,19,37,1.1,29.4,69.5,NA,0.79,0.353,0.184,NA,NA,NA,NA,NA,NA,NA,5.42,4.43068,NA,NA,NA,NA
2113,INIA-UDEC_511,"Camino antiguo Balmaceda, Vista Hermosa",NA,CHLSOC,-71.83604749,-45.90280182,NA,37,69,0,25.5,74.5,NA,0.81,0.324,0.168,NA,NA,NA,NA,NA,NA,NA,5.63,2.8446,NA,NA,NA,NA
2113,INIA-UDEC_511,"Camino antiguo Balmaceda, Vista Hermosa",NA,CHLSOC,-71.83604749,-45.90280182,NA,69,100,5.6,31.6,62.8,NA,0.83,0.377,0.196,NA,NA,NA,NA,NA,NA,NA,5.57,2.05156,NA,NA,NA,NA
2115,INIA-UDEC_515,Interior Cerro Galera,NA,CHLSOC,-71.78873351,-45.78201941,NA,0,21,3.2,44.3,52.5,NA,0.68,0.409,0.212,NA,NA,NA,NA,NA,NA,NA,5.47,13.75752,NA,NA,NA,NA
2115,INIA-UDEC_515,Interior Cerro Galera,NA,CHLSOC,-71.78873351,-45.78201941,NA,21,29,4.2,32.8,62.9,NA,0.6,0.372,0.193,NA,NA,NA,NA,NA,NA,NA,5.47,9.98196,NA,NA,NA,NA
2115,INIA-UDEC_515,Interior Cerro Galera,NA,CHLSOC,-71.78873351,-45.78201941,NA,29,58,5.3,29.6,65.1,NA,0.8,0.316,0.165,NA,NA,NA,NA,NA,NA,NA,5.48,3.25836,NA,NA,NA,NA
2115,INIA-UDEC_515,Interior Cerro Galera,NA,CHLSOC,-71.78873351,-45.78201941,NA,58,72,4.9,33.6,61.5,NA,0.8,0.455,0.237,NA,NA,NA,NA,NA,NA,NA,5.59,2.53428,NA,NA,NA,NA
